id,country,cntry,year,mposframe,mcosmopolitan,growth,unemp,N,n_cntry,n_cy
SE-2008,Sweden,SE,2008,0.6177672543152881,0.559961370414332,-0.450559257,6.230000019,416585,16285,2009
SE-2009,Sweden,SE,2009,0.6335360719342755,0.5704678859618979,-4.339790575,8.350000381,416585,16285,1002
SE-2010,Sweden,SE,2010,0.5911415999459477,0.548041798512813,5.952107008,8.609999657,416585,16285,2070
SE-2011,Sweden,SE,2011,0.604769595790893,0.562474883941486,3.195333235,7.800000191,416585,16285,2066
SE-2012,Sweden,SE,2012,0.5617044319070686,0.5272554038301108,-0.588304569,7.980000019,416585,16285,2048
SE-2013,Sweden,SE,2013,0.5505595075328013,0.5165169976742677,1.187775716,8.050000191,416585,16285,1011
SI-2004,Slovenia,SI,2004,0.6754193223443223,0.5377380647130647,4.359192778,6.010000229,416585,15237,1000
SI-2005,Slovenia,SI,2005,0.6149351797259445,0.5079161218771608,3.797972642,6.510000229,416585,15237,2079
SI-2006,Slovenia,SI,2006,0.6337418228754144,0.5199271794141107,5.746396901,5.949999809,416585,15237,1033
SI-2007,Slovenia,SI,2007,0.6479453008327638,0.5309987862307705,6.980160755,4.820000172,416585,15237,1013
SI-2008,Slovenia,SI,2008,0.6258862438927147,0.5076269273008944,3.509841517,4.3699998860000004,416585,15237,2009
SI-2009,Slovenia,SI,2009,0.6320709746405572,0.5122103459827118,-7.548437791,5.860000134,416585,15237,1006
SI-2010,Slovenia,SI,2010,0.5681282815716778,0.48455050824713186,1.343748472,7.239999771,416585,15237,2014
SI-2011,Slovenia,SI,2011,0.5569569033205397,0.48444761899307354,0.861327733,8.1700000760000009,416585,15237,2035
SI-2012,Slovenia,SI,2012,0.5426221326810429,0.4740675391264493,-2.639438757,8.840000153,416585,15237,2037
SI-2013,Slovenia,SI,2013,0.5105682426157203,0.44741267908923693,-1.029282772,10.100000380000001,416585,15237,1011
SK-2004,Slovak Republic,SK,2004,0.6676115905748493,0.5100122055792983,5.278879546,18.60000038,416585,15805,1252
SK-2005,Slovak Republic,SK,2005,0.6544925884762546,0.5107673431629874,6.623462407,16.26000023,416585,15805,2204
SK-2006,Slovak Republic,SK,2006,0.6914886726343127,0.5517778346164246,8.49317632,13.36999989,416585,15805,1078
SK-2007,Slovak Republic,SK,2007,0.730482720514366,0.5727657940813456,10.83202895,11.14000034,416585,15805,1106
SK-2008,Slovak Republic,SK,2008,0.6843707119173403,0.5394371357427311,5.574887267,9.510000229,416585,15805,2091
SK-2009,Slovak Republic,SK,2009,0.6716387130651544,0.5308772462350991,-5.455533722,12.02999973,416585,15805,1006
SK-2010,Slovak Republic,SK,2010,0.6342194208447852,0.5328452173568792,6.293285967,14.38000011,416585,15805,2058
SK-2011,Slovak Republic,SK,2011,0.5683821871881574,0.4932767798812575,2.637398428,13.61999989,416585,15805,2010
SK-2012,Slovak Republic,SK,2012,0.5404262293262293,0.47714526584526584,1.358226806,13.96000004,416585,15805,2000
SK-2013,Slovak Republic,SK,2013,0.5362738816738817,0.4798225468975469,0.654765294,14.22000027,416585,15805,1000
